finding_id,tree_ordinal,commit,path,file_type,rule,start_line,end_line,redacted_fingerprint,content_sha256,same_as_current_content,nature_supposed,status,action
1,10,1ab112bce8189c54070c38e218783e6835b93a9e,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
90,23,077ba90b2c522415aeefdc2d651c457b8c59683d,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
91,24,8227337b84e3986eb813cdfed2c27716c2d3501b,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
92,24,8227337b84e3986eb813cdfed2c27716c2d3501b,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
93,24,8227337b84e3986eb813cdfed2c27716c2d3501b,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,78973e97080e78f40b0550ed761874416b1e812caedf692b926e1e47523f6d3b,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
94,24,8227337b84e3986eb813cdfed2c27716c2d3501b,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,154d14564c1c2aa827f6755952109fb93d4b328c9f83c3754374dc1cb608f89d,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
95,24,8227337b84e3986eb813cdfed2c27716c2d3501b,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out,.out,generic-api-key,8,9,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out:generic-api-key:8,ee7be452cf88c2efb9bec7a6b8d0cbc8c4b22f45162c1f90b02e44d2be1c9127,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
96,24,8227337b84e3986eb813cdfed2c27716c2d3501b,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
97,25,944376fd1c9d22dad44730854ce4b2d6203c743b,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
98,25,944376fd1c9d22dad44730854ce4b2d6203c743b,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
99,25,944376fd1c9d22dad44730854ce4b2d6203c743b,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,78973e97080e78f40b0550ed761874416b1e812caedf692b926e1e47523f6d3b,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
100,25,944376fd1c9d22dad44730854ce4b2d6203c743b,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,154d14564c1c2aa827f6755952109fb93d4b328c9f83c3754374dc1cb608f89d,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
101,25,944376fd1c9d22dad44730854ce4b2d6203c743b,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out,.out,generic-api-key,8,9,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out:generic-api-key:8,ee7be452cf88c2efb9bec7a6b8d0cbc8c4b22f45162c1f90b02e44d2be1c9127,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
102,25,944376fd1c9d22dad44730854ce4b2d6203c743b,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
103,26,0e2b45a0b05ca7e03fd7bb514027c87d618a957f,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
104,26,0e2b45a0b05ca7e03fd7bb514027c87d618a957f,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
105,26,0e2b45a0b05ca7e03fd7bb514027c87d618a957f,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,78973e97080e78f40b0550ed761874416b1e812caedf692b926e1e47523f6d3b,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
106,26,0e2b45a0b05ca7e03fd7bb514027c87d618a957f,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,154d14564c1c2aa827f6755952109fb93d4b328c9f83c3754374dc1cb608f89d,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
107,26,0e2b45a0b05ca7e03fd7bb514027c87d618a957f,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out,.out,generic-api-key,8,9,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out:generic-api-key:8,ee7be452cf88c2efb9bec7a6b8d0cbc8c4b22f45162c1f90b02e44d2be1c9127,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
108,26,0e2b45a0b05ca7e03fd7bb514027c87d618a957f,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
109,27,6489af39a4ac4f91f9f7dc1435f10b2bd10dfdc0,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
110,27,6489af39a4ac4f91f9f7dc1435f10b2bd10dfdc0,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
111,27,6489af39a4ac4f91f9f7dc1435f10b2bd10dfdc0,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,78973e97080e78f40b0550ed761874416b1e812caedf692b926e1e47523f6d3b,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
112,27,6489af39a4ac4f91f9f7dc1435f10b2bd10dfdc0,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,154d14564c1c2aa827f6755952109fb93d4b328c9f83c3754374dc1cb608f89d,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
113,27,6489af39a4ac4f91f9f7dc1435f10b2bd10dfdc0,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out,.out,generic-api-key,8,9,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out:generic-api-key:8,ee7be452cf88c2efb9bec7a6b8d0cbc8c4b22f45162c1f90b02e44d2be1c9127,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
114,27,6489af39a4ac4f91f9f7dc1435f10b2bd10dfdc0,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
115,28,bb9375214bd05cf7b364ea332f6ddb5a59767fae,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
116,28,bb9375214bd05cf7b364ea332f6ddb5a59767fae,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
117,28,bb9375214bd05cf7b364ea332f6ddb5a59767fae,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,78973e97080e78f40b0550ed761874416b1e812caedf692b926e1e47523f6d3b,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
118,28,bb9375214bd05cf7b364ea332f6ddb5a59767fae,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,154d14564c1c2aa827f6755952109fb93d4b328c9f83c3754374dc1cb608f89d,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
119,28,bb9375214bd05cf7b364ea332f6ddb5a59767fae,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out,.out,generic-api-key,8,9,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out:generic-api-key:8,ee7be452cf88c2efb9bec7a6b8d0cbc8c4b22f45162c1f90b02e44d2be1c9127,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
120,28,bb9375214bd05cf7b364ea332f6ddb5a59767fae,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
121,29,dd1240472dd566fe4eeedcbe4206791c41f7b0b0,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
122,29,dd1240472dd566fe4eeedcbe4206791c41f7b0b0,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
123,29,dd1240472dd566fe4eeedcbe4206791c41f7b0b0,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,78973e97080e78f40b0550ed761874416b1e812caedf692b926e1e47523f6d3b,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
124,29,dd1240472dd566fe4eeedcbe4206791c41f7b0b0,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out,.out,generic-api-key,8,9,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out:generic-api-key:8,ee7be452cf88c2efb9bec7a6b8d0cbc8c4b22f45162c1f90b02e44d2be1c9127,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
125,29,dd1240472dd566fe4eeedcbe4206791c41f7b0b0,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,154d14564c1c2aa827f6755952109fb93d4b328c9f83c3754374dc1cb608f89d,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
126,29,dd1240472dd566fe4eeedcbe4206791c41f7b0b0,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
127,2,5d100a0d0a8f51f4a99bb02a995ab18e32c25889,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
128,2,5d100a0d0a8f51f4a99bb02a995ab18e32c25889,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
129,2,5d100a0d0a8f51f4a99bb02a995ab18e32c25889,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,78973e97080e78f40b0550ed761874416b1e812caedf692b926e1e47523f6d3b,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
130,2,5d100a0d0a8f51f4a99bb02a995ab18e32c25889,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,154d14564c1c2aa827f6755952109fb93d4b328c9f83c3754374dc1cb608f89d,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
131,2,5d100a0d0a8f51f4a99bb02a995ab18e32c25889,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out,.out,generic-api-key,8,9,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out:generic-api-key:8,ee7be452cf88c2efb9bec7a6b8d0cbc8c4b22f45162c1f90b02e44d2be1c9127,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
132,2,5d100a0d0a8f51f4a99bb02a995ab18e32c25889,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
133,30,8dfbe18355e6fa481e8c6f773e5d4bfad6437a83,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
134,30,8dfbe18355e6fa481e8c6f773e5d4bfad6437a83,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
135,30,8dfbe18355e6fa481e8c6f773e5d4bfad6437a83,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,78973e97080e78f40b0550ed761874416b1e812caedf692b926e1e47523f6d3b,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
136,30,8dfbe18355e6fa481e8c6f773e5d4bfad6437a83,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,154d14564c1c2aa827f6755952109fb93d4b328c9f83c3754374dc1cb608f89d,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
137,30,8dfbe18355e6fa481e8c6f773e5d4bfad6437a83,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out,.out,generic-api-key,8,9,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out:generic-api-key:8,ee7be452cf88c2efb9bec7a6b8d0cbc8c4b22f45162c1f90b02e44d2be1c9127,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
138,30,8dfbe18355e6fa481e8c6f773e5d4bfad6437a83,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
