type	id	component	installed	severity	fixed	relationship	presence	path	action	status	owner	due
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	.github/workflows/release.yml	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	.github/workflows/release.yml	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	.github/workflows/release.yml	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	.github/workflows/release.yml	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	.github/workflows/release.yml	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	.github/workflows/release.yml	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	.github/workflows/release.yml	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	.github/workflows/release.yml	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	.github/workflows/release.yml	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	.github/workflows/release.yml	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	.github/workflows/release.yml	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	.github/workflows/release.yml	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	javascript.lang.security.detect-insecure-websocket.detect-insecure-websocket	SOURCE	N/A	ERROR	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	API.md	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	javascript.lang.security.detect-insecure-websocket.detect-insecure-websocket	SOURCE	N/A	ERROR	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	API.zh-TW.md	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	javascript.lang.security.detect-insecure-websocket.detect-insecure-websocket	SOURCE	N/A	ERROR	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	README.md	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	javascript.lang.security.detect-insecure-websocket.detect-insecure-websocket	SOURCE	N/A	ERROR	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	README.zh-TW.md	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	html.security.audit.missing-integrity.missing-integrity	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	docs/mcp-call-flow.html	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	javascript.lang.security.detect-insecure-websocket.detect-insecure-websocket	SOURCE	N/A	ERROR	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	docs/playwright-patches.md	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	javascript.lang.security.detect-insecure-websocket.detect-insecure-websocket	SOURCE	N/A	ERROR	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	docs/playwright-patches.zh-TW.md	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	javascript.lang.security.detect-insecure-websocket.detect-insecure-websocket	SOURCE	N/A	ERROR	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	docs/wbs.md	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	typescript.react.security.react-insecure-request.react-insecure-request	SOURCE	N/A	ERROR	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	extension/sidebar/app.js	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	typescript.react.security.react-insecure-request.react-insecure-request	SOURCE	N/A	ERROR	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	extension/sidebar/app.js	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	html.security.audit.missing-integrity.missing-integrity	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	forge-dashboard/client/index.html	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	go.lang.security.audit.xss.no-direct-write-to-responsewriter.no-direct-write-to-responsewriter	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	internal/api/dashboard.go	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	javascript.lang.security.detect-insecure-websocket.detect-insecure-websocket	SOURCE	N/A	ERROR	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	internal/api/sessions.go	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	javascript.lang.security.detect-insecure-websocket.detect-insecure-websocket	SOURCE	N/A	ERROR	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	internal/api/sessions.go	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	go.lang.security.audit.crypto.math_random.math-random-used	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	internal/fingerprint/pool.go	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	go.lang.security.audit.crypto.math_random.math-random-used	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	internal/humanize/keyboard.go	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	go.lang.security.audit.crypto.math_random.math-random-used	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	internal/humanize/math.go	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	go.lang.security.audit.crypto.math_random.math-random-used	SOURCE	N/A	WARNING	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	internal/humanize/mouse.go	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
SEMGREP	go.lang.security.audit.dangerous-exec-command.dangerous-exec-command	SOURCE	N/A	ERROR	N/A	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	internal/runtime/qualification.go	OPEN_MANUAL_REVIEW_REQUIRED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED
